tweet;manual_label;tweet_cleaned_id;tweet_preprocessed
Vice President Bank BRI Pram Purnama berikan penghargaan kepada 7 (tujuh) Polda yang telah berperan aktif dalam pengembangan penegakan hukum berbasis digital yakni ETLE. Penyerahan penghargaan pun didampingi Direktur Penegakan Hukum Korlantas Polri, Brigjen Pol. Aan Suhanan. https://t.co/KWZ6t2RhWb;2;vice president bank bri pram purnama berikan penghargaan kepada  tujuh polda yang telah berperan aktif dalam pengembangan penegakan hukum berbasis digital yakni etle penyerahan penghargaan pun didampingi direktur penegakan hukum korlantas polri brigjen pol aan suhanan ;['vice', 'president', 'bank', 'bri', 'pram', 'purnama', 'ikan', 'harga', 'kepada', 'tujuh', 'polda', 'yang', 'telah', 'peran', 'aktif', 'dalam', 'kembang', 'tega', 'hukum', 'bas', 'digital', 'yakni', 'etle', 'serah', 'harga', 'pun', 'damping', 'direktur', 'tega', 'hukum', 'korlantas', 'polri', 'brigjen', 'pol', 'aan', 'suhanan']
Optimalkan ETLE, Korlantas: Tidak Ada Peningkatan Pelanggaran Lalu Lintas Di Jalan Raya https://t.co/YLBlJtOixk;1;optimalkan etle korlantas tidak ada peningkatan pelanggaran lalu lintas di jalan raya ;['optimal', 'etle', 'korlantas', 'tidak', 'ada', 'tingkat', 'langgar', 'lalu', 'lintas', 'di', 'jalan', 'raya']
Tidak Ada E-TLE, Tapi Tidak Ada Tiket Manual, Polres Bekasi Memilih Untuk Menegur Pelanggar Lalu Lintas https://t.co/YJ96qw2kUj;1;tidak ada etle tapi tidak ada tiket manual polres bekasi memilih untuk menegur pelanggar lalu lintas ;['tidak', 'ada', 'etle', 'tapi', 'tidak', 'ada', 'tiket', 'manual', 'polres', 'bekas', 'pilih', 'untuk', 'tegur', 'langgar', 'lalu', 'lintas']
"Bhabinkamtibmas Desa Sambiroto Cangkrukan KAMSELTIBCAR lantas bersama Satlantas guna menghimbau masyarakat agar selalu mentaati Peraturan Lalu Lintas dan sosialisasi tentang ETLE 
#polripresisi https://t.co/MiGdNTXx2E";1;bhabinkamtibmas desa sambiroto cangkrukan kamseltibcar lantas bersama satlantas guna menghimbau masyarakat agar selalu mentaati peraturan lalu lintas dan sosialisasi tentang etle  ;['bhabinkamtibmas', 'desa', 'sambiroto', 'cangkrukan', 'kamseltibcar', 'lantas', 'sama', 'satlantas', 'guna', 'menghimbau', 'masyarakat', 'agar', 'selalu', 'taat', 'atur', 'lalu', 'lintas', 'dan', 'sosialisasi', 'tentang', 'etle']
@siapkawalpolri @ListyoSigitP Betul pungli memang sangat meresahkan masyarakat, maka dari itu dengan adanya ETLE ini merupakan terobosan yang bagus, agar terhindar dari pungli. Keren @DivHumas_Polri @ListyoSigitP semoga program ini berjalan dengan baik.;2;  betul pungli memang sangat meresahkan masyarakat maka dari itu dengan adanya etle ini merupakan terobosan yang bagus agar terhindar dari pungli keren   semoga program ini berjalan dengan baik;['betul', 'pungut', 'liar', 'memang', 'sangat', 'resah', 'masyarakat', 'maka', 'dari', 'itu', 'dengan', 'ada', 'etle', 'ini', 'rupa', 'terobos', 'yang', 'bagus', 'agar', 'hindar', 'dari', 'pungut', 'liar', 'keren', 'moga', 'program', 'ini', 'jalan', 'dengan', 'baik']
@jak_srengseng Bus nya kena tilang Etle tuh🤣;2; bus nya kena tilang etle tuh;['bus', 'nya', 'kena', 'tilang', 'etle', 'tuh']
Awas STNK Terblokir, Ketahui Cara Mudah Bayar Denda ETLE https://t.co/I9PPKgWX7n lewat @tribunjualbeli;1;awas stnk terblokir ketahui cara mudah bayar denda etle  lewat ;['awas', 'stnk', 'blokir', 'tahu', 'cara', 'mudah', 'bayar', 'denda', 'etle', 'lewat']
Ada Puluhan Ribu Pengendara Kena Tilang Elektronik di Daerah Ini https://t.co/nuNFGj1luZ #Ramadan https://t.co/zNQpwW4sgl;1;ada puluhan ribu pengendara kena tilang elektronik di daerah ini   ;['ada', 'puluh', 'ribu', 'kendara', 'kena', 'tilang', 'elektronik', 'di', 'daerah', 'ini']
"Satlantas Polres Lampung Selatan Bakal Terapkan ETLE di Sejumlah Lokasi 

https://t.co/CiRIjMwSqa";1;satlantas polres lampung selatan bakal terapkan etle di sejumlah lokasi ;['satlantas', 'polres', 'lampung', 'selatan', 'akan', 'terap', 'etle', 'di', 'jumlah', 'lokasi']
"@crossthemoonx Apa benar kalau Hera nyetir selalu tidak pakai sabuk pengaman...

Biarin aja, kudoain E-tilang segera berlaku di Smg";1; apa benar kalau hera nyetir selalu tidak pakai sabuk pengaman biarin aja kudoain etilang segera berlaku di smg;['apa', 'benar', 'kalau', 'hera', 'nyetir', 'selalu', 'tidak', 'pakai', 'sabuk', 'kam', 'biarin', 'saja', 'kudoain', 'etilang', 'segera', 'laku', 'di', 'moga']
"*Gelar Operasi Zebra Candi 2022, Polda Jateng Kedepankan ETLE Dalam Melakukan Penindakan Pelanggaran*

SEMARANG - Polda Jawa Tengah menggelar Operasi Zebra Candi 2022 mulai hari ini hingga dua pekan ke depan. https://t.co/l1Uybnotv2";1;gelar operasi zebra candi  polda jateng kedepankan etle dalam melakukan penindakan pelanggaran semarang  polda jawa tengah menggelar operasi zebra candi  mulai hari ini hingga dua pekan ke depan ;['gelar', 'operasi', 'zebra', 'candi', 'polda', 'jateng', 'depan', 'etle', 'dalam', 'laku', 'tindak', 'langgar', 'semarang', 'polda', 'jawa', 'tengah', 'gelar', 'operasi', 'zebra', 'candi', 'mulai', 'hari', 'ini', 'hingga', 'dua', 'pekan', 'ke', 'depan']
"Unit Lantas Polsek Kintamani berikan teguran kepada pengendara sepeda motor yang tidak menggunakan helm.

Dalam kesempatan tersebut personil juga memberikan sosialisasi terkait ETLE (Tilang Elektronik) kepada masyarakat

#polripresisi
#polsekkintamanipresisi
@humasresbangli https://t.co/jpGdjIhkui";1;unit lantas polsek kintamani berikan teguran kepada pengendara sepeda motor yang tidak menggunakan helm dalam kesempatan tersebut personil juga memberikan sosialisasi terkait etle tilang elektronik kepada masyarakat    ;['unit', 'lantas', 'polsek', 'kintamani', 'ikan', 'tegur', 'kepada', 'kendara', 'sepeda', 'motor', 'yang', 'tidak', 'guna', 'helm', 'dalam', 'sempat', 'sebut', 'personil', 'juga', 'beri', 'sosialisasi', 'kait', 'etle', 'tilang', 'elektronik', 'kepada', 'masyarakat']
@siapkawalpolri @ListyoSigitP Berlakunya e-tilang ini merupakan solusi yg baik dr polri @DivHumas_Polri dlm upaya mencegah terjadinya pungli oleh oknum polisi @ListyoSigitP;2;  berlakunya etilang ini merupakan solusi yg baik dr polri  dlm upaya mencegah terjadinya pungli oleh oknum polisi ;['laku', 'etilang', 'ini', 'rupa', 'solusi', 'yang', 'baik', 'dr', 'polri', 'dlm', 'upaya', 'cegah', 'jadi', 'pungut', 'liar', 'oleh', 'oknum', 'polisi']
"SOAL PENIADAAN TILANG
MANUAL, KORLANTAS SIAP MAKSIMALKAN PERAN ETLE

DIRGAKKUM KORLANTAS POLRI - BRIGJEN POL AAN SUHANAN https://t.co/nNDXzYLvDa";1;soal peniadaan tilang manual korlantas siap maksimalkan peran etle dirgakkum korlantas polri  brigjen pol aan suhanan ;['soal', 'tiada', 'tilang', 'manual', 'korlantas', 'siap', 'maksimal', 'peran', 'etle', 'dirgakkum', 'korlantas', 'polri', 'brigjen', 'pol', 'aan', 'suhanan']
Siap Rekam Pelanggar Lalu Lintas di Puncak, ETLE Mobile Sudah Berlaku https://t.co/iVbtm6EN2h;1;siap rekam pelanggar lalu lintas di puncak etle mobile sudah berlaku ;['siap', 'rekam', 'langgar', 'lalu', 'lintas', 'di', 'puncak', 'etle', 'mobile', 'sudah', 'laku']
Sistem Bayar Tol Tanpa Henti Bakal Terkoneksi dengan Tilang Elektronik https://t.co/AIkJrnSl49 #SistemBayarTolTanpaHenti #BayarTolTanpaHenti #JalanTol;1;sistem bayar tol tanpa henti bakal terkoneksi dengan tilang elektronik    ;['sistem', 'bayar', 'tol', 'tanpa', 'henti', 'akan', 'koneksi', 'dengan', 'tilang', 'elektronik']
https://t.co/eXhDmyfMK9 -  Satlantas Muara Enim Pasang Kamera ETLE di Dua Titik https://t.co/ToQsc2YYOQ;1;  satlantas muara enim pasang kamera etle di dua titik ;['satlantas', 'muara', 'enim', 'pasang', 'kamera', 'etle', 'di', 'dua', 'titik']
Polisi Ungkap Tilang Sistem ETLE Timbulkan Perilaku Kesengajaan Pelanggaran Lalu Lintas Para Pengendara Kendaraan https://t.co/OcqyS0TjL0;1;polisi ungkap tilang sistem etle timbulkan perilaku kesengajaan pelanggaran lalu lintas para pengendara kendaraan ;['polisi', 'ungkap', 'tilang', 'sistem', 'etle', 'timbul', 'perilaku', 'sengaja', 'langgar', 'lalu', 'lintas', 'para', 'kendara', 'kendara']
Satlantas Bojonegoro Incar Pelanggar dengan Kamera ETLE https://t.co/3HYWA9PCxK via @Radar Bojonegoro;1;satlantas bojonegoro incar pelanggar dengan kamera etle  via  bojonegoro;['satlantas', 'bojonegoro', 'incar', 'langgar', 'dengan', 'kamera', 'etle', 'via', 'bojonegoro']
https://t.co/gEMk2N3zm5 https://t.co/lhEmhYg8Wf Cocok untuk lokasi etle;2;  cocok untuk lokasi etle;['cocok', 'untuk', 'lokasi', 'etle']
"Guru Besar UI Sebut Tilang Elektronik Bisa Cegah Pungli

https://t.co/0mrzwvWpsW https://t.co/OUxR4Voqa8";2;guru besar ui sebut tilang elektronik bisa cegah pungli  ;['guru', 'besar', 'ui', 'sebut', 'tilang', 'elektronik', 'bisa', 'cegah', 'pungut', 'liar']
Harus pake helm ya? Kalo gak pake helm bakal ditilang polisi gak? Kena E-Tilang gak?;1;harus pake helm ya kalo gak pake helm bakal ditilang polisi gak kena etilang gak;['harus', 'pakai', 'helm', 'iya', 'kalau', 'tidak', 'pakai', 'helm', 'akan', 'tilang', 'polisi', 'tidak', 'kena', 'etilang', 'tidak']
"Mengenal ETLE 
toll trans sumatra km 108 jalur A&amp;B tanggal 23 - 24 november 2022 
Tercapture : 85
Terkonfirmasi : 17 https://t.co/r9FizkKu8A";1;mengenal etle toll trans sumatra km  jalur adanb tanggal    november  tercapture   terkonfirmasi   ;['kenal', 'etle', 'toll', 'trans', 'sumatra', 'kamu', 'jalur', 'adanb', 'tanggal', 'november', 'tercapture', 'konfirmasi']
@siapkawalpolri @ListyoSigitP Mantap memang Kapolri @ListyoSigitP selalu melakukan hal yang membuat masyarakat takjub dengan tindakannya ini, semoga dengan adanya e-tilang tidak ada lagi anggota Polri yang melakukan pungli;2;  mantap memang kapolri  selalu melakukan hal yang membuat masyarakat takjub dengan tindakannya ini semoga dengan adanya etilang tidak ada lagi anggota polri yang melakukan pungli;['mantap', 'memang', 'kapolri', 'selalu', 'laku', 'hal', 'yang', 'buat', 'masyarakat', 'takjub', 'dengan', 'tindak', 'ini', 'moga', 'dengan', 'ada', 'etilang', 'tidak', 'ada', 'lagi', 'anggota', 'polri', 'yang', 'laku', 'pungut', 'liar']
"Mulai 3 – 16 Oktober 2022 Operasi Zebra Digelar, Polisi Kedepankan Penindakan Tilang Elektronik

#MadiunInfo #InformasiMadiun #beritamadiun #MadiunNews #kabarMadiun #madiun #polresmadiun #kabupatenmadiun #madiunkab #polresmadiunkota #KotaMadiun #MadiunKota
https://t.co/1Zh3azuuex";1;mulai  –  oktober  operasi zebra digelar polisi kedepankan penindakan tilang elektronik             ;['mulai', '', 'oktober', 'operasi', 'zebra', 'gelar', 'polisi', 'depan', 'tindak', 'tilang', 'elektronik']
Begini Cara Bantah Surat E-Tilang Jika Anda Tak Langgar Aturan Lalu Lintas https://t.co/aI4RarG3rO;1;begini cara bantah surat etilang jika anda tak langgar aturan lalu lintas ;['begini', 'cara', 'bantah', 'surat', 'etilang', 'jika', 'anda', 'tidak', 'langgar', 'atur', 'lalu', 'lintas']
"@kejO_Online @Sibalakasadut18 Gua pernah, kurang lebih intinya gini ""gua ga bakal jalan kalo elu ga pake helm. Kalo mau jalan pake helm. Ga pake, kasih gua cepe dulu. Jaga-jaga kalo gua kena tilang elektronik. Pilih mana kak?"" Tentunya dengan bahasa yang sopan yaa. Di atas cuma pengandaian 😅";2;  gua pernah kurang lebih intinya gini gua ga bakal jalan kalo elu ga pake helm kalo mau jalan pake helm ga pake kasih gua cepe dulu jagajaga kalo gua kena tilang elektronik pilih mana kak tentunya dengan bahasa yang sopan yaa di atas cuma pengandaian ;['saya', 'pernah', 'kurang', 'lebih', 'inti', 'gin', 'saya', 'tidak', 'akan', 'jalan', 'kalau', 'kamu', 'tidak', 'pakai', 'helm', 'kalau', 'mau', 'jalan', 'pakai', 'helm', 'tidak', 'pakai', 'kasih', 'saya', 'cepe', 'dulu', 'jagajaga', 'kalau', 'saya', 'kena', 'tilang', 'elektronik', 'pilih', 'mana', 'kak', 'tentu', 'dengan', 'bahasa', 'yang', 'sopan', 'yaa', 'di', 'atas', 'cuma', 'andai']
Lagi ketemu plat mobil ditutupi akrilik hitam. Mengakali tilang elektronik? Halo @korlantasid bagaimana nih? https://t.co/l7dk2pEz66;1;lagi ketemu plat mobil ditutupi akrilik hitam mengakali tilang elektronik halo  bagaimana nih ;['lagi', 'ketemu', 'plat', 'mobil', 'tutup', 'akrilik', 'hitam', 'akal', 'tilang', 'elektronik', 'halo', 'bagaimana', 'ini']
"""Tilang elektronik atau damai?""

Yaa sama ajee";0;tilang elektronik atau damai yaa sama ajee;['tilang', 'elektronik', 'atau', 'damai', 'yaa', 'sama', 'ajee']
Warning Pengendara Nakal! 5 Titik Kamera ETLE Terpasang di Kota Bengkulu https://t.co/1BojSGYVFg;1;warning pengendara nakal  titik kamera etle terpasang di kota bengkulu ;['warning', 'kendara', 'nakal', 'titik', 'kamera', 'etle', 'pasang', 'di', 'kota', 'bengkulu']
@detikcom Semua pelanggaran lalu lintas alihkan ke tilang elektronik biar polisut kelojotan mati ga bisa damai;2; semua pelanggaran lalu lintas alihkan ke tilang elektronik biar polisut kelojotan mati ga bisa damai;['semua', 'langgar', 'lalu', 'lintas', 'alih', 'ke', 'tilang', 'elektronik', 'supaya', 'polisut', 'kelojot', 'mati', 'tidak', 'bisa', 'damai']
Kamera ETLE Makin Banyak, Jangan Lakukan Hal ini! https://t.co/4f7FtWwtgx #macet #lalulintas;1;kamera etle makin banyak jangan lakukan hal ini   ;['kamera', 'etle', 'makin', 'banyak', 'jangan', 'laku', 'hal', 'ini']
"Operasi Kepolisian dengan sandi ZEBRA LODAYA 2022 di jajaran Polresta Cirebon akan digelar selama 14 (empat belas) hari TMT 03 s/d 16 Oktober 2022 dengan melaksanakan gakkum lantas melalui Etle Mobile dan teguran pada 7 prioritas pelanggaran.

#opszebralodaya2022 https://t.co/KOhBW7doRp";1;operasi kepolisian dengan sandi zebra lodaya  di jajaran polresta cirebon akan digelar selama  empat belas hari tmt  sd  oktober  dengan melaksanakan gakkum lantas melalui etle mobile dan teguran pada  prioritas pelanggaran  ;['operasi', 'polisi', 'dengan', 'sandi', 'zebra', 'lodaya', 'di', 'jajar', 'polresta', 'cirebon', 'akan', 'gelar', 'lama', 'empat', 'belas', 'hari', 'tmt', 'sd', 'oktober', 'dengan', 'laksana', 'gakkum', 'lantas', 'lalu', 'etle', 'mobile', 'dan', 'tegur', 'pada', 'prioritas', 'langgar']
Kepala Bidang Humas Polda Bali, Kombes Stefanus Satake Bayu Setianto menjelaskan terkait surat tilang elektronik ‘salah alamat’ yang viral di sosial media. Ia menjelaskan, pihak yang menerima surat tilang 'nyasar' bisa mengembalikan. Surat tilang itu bisa disampaikan ke Ditlantas https://t.co/wsAnkxHYlc;1;kepala bidang humas polda bali kombes stefanus satake bayu setianto menjelaskan terkait surat tilang elektronik ‘salah alamat’ yang viral di sosial media ia menjelaskan pihak yang menerima surat tilang nyasar bisa mengembalikan surat tilang itu bisa disampaikan ke ditlantas ;['kepala', 'bidang', 'hubung', 'masyarakat', 'polda', 'bal', 'kombes', 'stefanus', 'satake', 'bayu', 'setianto', 'jelas', 'kait', 'surat', 'tilang', 'elektronik', '', 'salah', 'alamat', '', 'yang', 'viral', 'di', 'sosial', 'media', 'ia', 'jelas', 'pihak', 'yang', 'terima', 'surat', 'tilang', 'sesat', 'bisa', 'kembali', 'surat', 'tilang', 'itu', 'bisa', 'sampai', 'ke', 'ditlantas']
Dirlantas Polda Aceh Ajak Wartawan Sosialisasi dan Edukasi Masyarakat Terkait ETLE https://t.co/L8xZT8BQep;1;dirlantas polda aceh ajak wartawan sosialisasi dan edukasi masyarakat terkait etle ;['dirlantas', 'polda', 'aceh', 'ajak', 'wartawan', 'sosialisasi', 'dan', 'edukasi', 'masyarakat', 'kait', 'etle']
Sosialisasi Kasat Lantas Muara Enim *AKP Suwandi S.H.,https://t.co/vGS00btxKm* kepada bhabin tentang ETLE dan Aplikasi Smartcity dulur kito  #satlantasmuaraenim #poldasumsel #kapoldasumsel #polisiindonesia https://t.co/pT8skLze2y;1;sosialisasi kasat lantas muara enim akp suwandi sh kepada bhabin tentang etle dan aplikasi smartcity dulur kito     ;['sosialisasi', 'kepala', 'satu', 'lantas', 'muara', 'enim', 'akp', 'suwandi', 'sh', 'kepada', 'bhabin', 'tentang', 'etle', 'dan', 'aplikasi', 'smartcity', 'saudara', 'kito']
"Sebulan Disosialisasikan, Mulai Hari Ini Tilang ETLE Diberlakukan
 
https://t.co/CjT1zWaxtW lewat @tribunambonnews";1;sebulan disosialisasikan mulai hari ini tilang etle diberlakukan  lewat ;['bulan', 'sosialisasi', 'mulai', 'hari', 'ini', 'tilang', 'etle', 'laku', 'lewat']
"Polda Jawa Tengah sedang akan melakukan uji coba pelaksanaan tilang ETLE menggunakan Drone atau pesawat tanpa awak.

Live sesaat lagi di Elshinta Semarang 91FM bersama Dirlantas Polda Jateng, KombesPol Agus Suryonugroho";1;polda jawa tengah sedang akan melakukan uji coba pelaksanaan tilang etle menggunakan drone atau pesawat tanpa awak live sesaat lagi di elshinta semarang fm bersama dirlantas polda jateng kombespol agus suryonugroho;['polda', 'jawa', 'tengah', 'sedang', 'akan', 'laku', 'uji', 'coba', 'laksana', 'tilang', 'etle', 'guna', 'drone', 'atau', 'pesawat', 'tanpa', 'saya', 'live', 'saat', 'lagi', 'di', 'elshinta', 'semarang', 'fm', 'sama', 'dirlantas', 'polda', 'jateng', 'kombespol', 'agus', 'suryonugroho']
"Polantas Bojonegoro Maksimalkan ETLE, Tegur Pelanggar yang Tidak Tertib 

https://t.co/D98EYhtO8D";1;polantas bojonegoro maksimalkan etle tegur pelanggar yang tidak tertib ;['polisi', 'lalu', 'lintas', 'bojonegoro', 'maksimal', 'etle', 'tegur', 'langgar', 'yang', 'tidak', 'tertib']
Apresiasi Kebijakan Kapolri terhadap Tilang Elektronik : Suatu Kebijakan Yang Preventive Terhadap Pungli Korupsi https://t.co/zFN7EoLb5R;2;apresiasi kebijakan kapolri terhadap tilang elektronik  suatu kebijakan yang preventive terhadap pungli korupsi ;['apresiasi', 'bijak', 'kapolri', 'hadap', 'tilang', 'elektronik', 'suatu', 'bijak', 'yang', 'preventive', 'hadap', 'pungut', 'liar', 'korupsi']
"Polda Jawa Tengah (Jateng) akan melakukan uji coba tilang menggunakan pesawat tanpa awak atau drone dalam sistem Electronic Traffic Law Enforcement (ETLE). 

#MGTRADIO #MGTNews #MGTPlay #etle #drone #tilangelektronik #operasizebra https://t.co/TIoGOJ02BZ";1;polda jawa tengah jateng akan melakukan uji coba tilang menggunakan pesawat tanpa awak atau drone dalam sistem electronic traffic law enforcement etle        ;['polda', 'jawa', 'tengah', 'jateng', 'akan', 'laku', 'uji', 'coba', 'tilang', 'guna', 'pesawat', 'tanpa', 'saya', 'atau', 'drone', 'dalam', 'sistem', 'electronic', 'traffic', 'law', 'enforcement', 'etle']
Polisi di Jombang Hanya Berlakukan Tilang Berbasis Elektronik https://t.co/zyccYvqshn #JawaTimur #Etle;1;polisi di jombang hanya berlakukan tilang berbasis elektronik   ;['polisi', 'di', 'jombang', 'hanya', 'laku', 'tilang', 'bas', 'elektronik']
Kamera tilang elektronik akan dipasang di titik yang belum termonitor. https://t.co/rOglQPdjyU;1;kamera tilang elektronik akan dipasang di titik yang belum termonitor ;['kamera', 'tilang', 'elektronik', 'akan', 'pasang', 'di', 'titik', 'yang', 'belum', 'monitor']
"Sengaja Mencopot Pelat Nomor Untuk Hindari ETLE, Bakal Ditindak Tegas
Banyak pengendara di Probolinggo yang melepas pelat nomor untuk menyiasati tilang elektronik. Begini tanggapan Korlantas.
https://t.co/JDEaCT7sMy";1;sengaja mencopot pelat nomor untuk hindari etle bakal ditindak tegas banyak pengendara di probolinggo yang melepas pelat nomor untuk menyiasati tilang elektronik begini tanggapan korlantas ;['sengaja', 'copot', 'pelat', 'nomor', 'untuk', 'hindar', 'etle', 'akan', 'tindak', 'tegas', 'banyak', 'kendara', 'di', 'probolinggo', 'yang', 'lepas', 'pelat', 'nomor', 'untuk', 'siasat', 'tilang', 'elektronik', 'begini', 'tanggap', 'korlantas']
Jangan Kaget, Ini Setoran Tilang Meningkat Setelah Diberlakukan ETLE https://t.co/ifr1tmoYuS #Ramadan https://t.co/FBPAW8V1O5;1;jangan kaget ini setoran tilang meningkat setelah diberlakukan etle   ;['jangan', 'kaget', 'ini', 'setor', 'tilang', 'tingkat', 'telah', 'laku', 'etle']
"Inovasi Terbaru Tilang Elektronik ETLE, Bisa Tahu Pemotor Enggak Punya SIM, Siap-siaplah
 https://t.co/wVYaf4MImG";1;inovasi terbaru tilang elektronik etle bisa tahu pemotor enggak punya sim siapsiaplah ;['inovasi', 'baru', 'tilang', 'elektronik', 'etle', 'bisa', 'tahu', 'motor', 'tidak', 'punya', 'sim', 'siapsiaplah']
Kamera ETLE Catat 9.090 Pelanggar Lalu Lintas Sejak Tilang Manual Ditiadakan https://t.co/6fw3wpIe8t;1;kamera etle catat  pelanggar lalu lintas sejak tilang manual ditiadakan ;['kamera', 'etle', 'catat', 'langgar', 'lalu', 'lintas', 'sejak', 'tilang', 'manual', 'tiada']
Baru kali ini kena tilang elektronik 😢;0;baru kali ini kena tilang elektronik ;['baru', 'kali', 'ini', 'kena', 'tilang', 'elektronik']
"*Membaca Berita Indonesia* | 1.702 Pelanggar Terekam Kamera ETLE Selama Libur Nataru → https://t.co/354ti2uAeB 

Klik untuk lihat kontennya👇🏼👇🏼👇🏼
https://t.co/0ZDE1RxJ6O

#Polri #news @DivHumas_Polri @Poldametrojaya_ @NTMCLantasPolri @TMCPoldaMetro";1;membaca berita indonesia   pelanggar terekam kamera etle selama libur nataru →  klik untuk lihat kontennya       ;['baca', 'berita', 'indonesia', 'langgar', 'rekam', 'kamera', 'etle', 'lama', 'libur', 'nataru', '', 'klik', 'untuk', 'lihat', 'konten']
Kasubag Pembinaan Kejari Bireuen Bapak Muntasar,S.H,M.H bersama Petugas E-Tilang mengikuti Pelatihan Fitur baru Aplikasi E-tilang. https://t.co/FSHr8YJnK1;1;kasubag pembinaan kejari bireuen bapak muntasarshmh bersama petugas etilang mengikuti pelatihan fitur baru aplikasi etilang ;['kasubag', 'bina', 'kejar', 'bireuen', 'bapak', 'muntasarshmh', 'sama', 'tugas', 'etilang', 'ikut', 'latih', 'fitur', 'baru', 'aplikasi', 'etilang']
Untuk informasi, beberapa waktu lalu melakukan pembayaran e-tilang lewat salah satu marketplace. Eh petugasnya minta fotocopyan bukti pembayarannya.;1;untuk informasi beberapa waktu lalu melakukan pembayaran etilang lewat salah satu marketplace eh petugasnya minta fotocopyan bukti pembayarannya;['untuk', 'informasi', 'beberapa', 'waktu', 'lalu', 'laku', 'bayar', 'etilang', 'lewat', 'salah', 'satu', 'marketplace', 'eh', 'tugas', 'minta', 'fotocopyan', 'bukti', 'bayar']
"PENGOPERASIAN ETLE MOBILE

Anggota Turjagwali Sat Lantas Polres Blitar melaksanakan kegiatan patroli jalur rawan laka, dan penindakan pelanggaran menggunakan ETLE MOBILE (INCAR) di jalan raya Kanigoro-Garum.
 
⛔ *Stop Pelanggaran*
🖐 *Stop Kecelakaan* https://t.co/O1vsLf8ud1";1;pengoperasian etle mobile anggota turjagwali sat lantas polres blitar melaksanakan kegiatan patroli jalur rawan laka dan penindakan pelanggaran menggunakan etle mobile incar di jalan raya kanigorogarum  stop pelanggaran  stop kecelakaan ;['operasi', 'etle', 'mobile', 'anggota', 'turjagwali', 'sat', 'lantas', 'polres', 'blitar', 'laksana', 'giat', 'patroli', 'jalur', 'rawan', 'celaka', 'dan', 'tindak', 'langgar', 'guna', 'etle', 'mobile', 'incar', 'di', 'jalan', 'raya', 'kanigorogarum', 'stop', 'langgar', 'stop', 'celaka']
"ETLE Mulai Diterapkan Satlantas Polres Pekalongan, Pengendara Diminta Tertib Berlalu Lintas
https://t.co/ggmecidRU7";1;etle mulai diterapkan satlantas polres pekalongan pengendara diminta tertib berlalu lintas ;['etle', 'mulai', 'terap', 'satlantas', 'polres', 'kalong', 'kendara', 'minta', 'tertib', 'lalu', 'lintas']
@siapkawalpolri @ListyoSigitP Dengan pengalihan tilang manual ke ETLE Ini benar² membantu proses penilangan tanpa ada pungli, terobosan baru yang diluncurkan oleh pak @ListyoSigitP ini hebat;2;  dengan pengalihan tilang manual ke etle ini benar² membantu proses penilangan tanpa ada pungli terobosan baru yang diluncurkan oleh pak  ini hebat;['dengan', 'alih', 'tilang', 'manual', 'ke', 'etle', 'ini', 'benar', 'bantu', 'proses', 'tilang', 'tanpa', 'ada', 'pungut', 'liar', 'terobos', 'baru', 'yang', 'luncur', 'oleh', 'pak', 'ini', 'hebat']
Data gar lantas yabg tercapture oleh kamera ETLE MOBILE HANDHELD https://t.co/zMomPzgjBs;1;data gar lantas yabg tercapture oleh kamera etle mobile handheld ;['data', 'gar', 'lantas', 'yabg', 'tercapture', 'oleh', 'kamera', 'etle', 'mobile', 'handheld']
@luculucuaaan Akhirnya ada juga yg gak perlu etilang😏;0; akhirnya ada juga yg gak perlu etilang;['akhir', 'ada', 'juga', 'yang', 'tidak', 'perlu', 'etilang']
"#Repost @ntmc_polri
DIRGAKKUM KORLANTAS POLRI BRIGJEN POL AAN SUHANAN BERSAMA DIRREGIDENT KORLANTAS POLRI BRIGJEN POL YUSRI YUNUS MENGHADIRI LAUNCHING ETLE MOBILE DAN APLIKASI PENDUKUNG PELAYANAN PUBLIK POLDA METRO JAYA. SELASA 13 DESEMBER 2022.
@aan.suhanan67
#ntmcpolri https://t.co/CBoraCRy49";1;  dirgakkum korlantas polri brigjen pol aan suhanan bersama dirregident korlantas polri brigjen pol yusri yunus menghadiri launching etle mobile dan aplikasi pendukung pelayanan publik polda metro jaya selasa  desember    ;['dirgakkum', 'korlantas', 'polri', 'brigjen', 'pol', 'aan', 'suhanan', 'sama', 'dirregident', 'korlantas', 'polri', 'brigjen', 'pol', 'yusri', 'yunus', 'hadir', 'launching', 'etle', 'mobile', 'dan', 'aplikasi', 'dukung', 'layan', 'publik', 'polda', 'metro', 'jaya', 'selasa', 'desember']
"Nah Lo, Motor Yang Enggak Pakai Pelat Nomor Buat Hindari Tilang ETLE Bakal Dikandangin 

https://t.co/VSO0hk8rT2";1;nah lo motor yang enggak pakai pelat nomor buat hindari tilang etle bakal dikandangin ;['nah', 'kamu', 'motor', 'yang', 'tidak', 'pakai', 'pelat', 'nomor', 'buat', 'hindar', 'tilang', 'etle', 'akan', 'dikandangin']
Ditlantas Polda Kepri Terima Penghargaan Pengembangan Etle Terbaik https://t.co/iCgQAFBOge;2;ditlantas polda kepri terima penghargaan pengembangan etle terbaik ;['ditlantas', 'polda', 'kepri', 'terima', 'harga', 'kembang', 'etle', 'baik']
